"Year"	"Level"	"Grade"	"District Name"	"District Number"	"School Name"	"School Number"	"Agency Type"	"Agency Key"	"CESA"	"Total Enrollment-WSAS"	"Item Type"	"Subject"	"Subject Code "	"Number Tested on WKCE in Subject"	"Percent of Enrolled who were Tested on WKCE in Subject"	"Standard/Framework Name"	"Standard/Framework Code"	"Filler"	"Item Number"	"Depth of Knowledge"	"Average(SR) Total(CR)"	"Number of Responses(SR) Points Possible(CR)"	"Correct Response"	"State PCNT Correct Response(SR) State Avg(CR)"	"CESA PCNT Correct Response(SR) CESA Avg(CR)"	"District PCNT Correct Response(SR) District Avg(CR)"	"School PCNT Correct Response(SR) School Avg(CR)"	"Difference:  Current Level Minus State(SR)"	"Difference: Current Level Minus CESA(SR)"	"Difference: Current Level Minus District(SR)"	"Number Answering A or F (1)(SR) 0 Points(CR)"	"Number Answering B or G (2)(SR) 1 Point(CR)"	"Number Answering C or H (3)(SR) 2 Points(CR)"	"Number Answering D or J (4)(SR) 3 Points(CR)"	"Number Answering E or K (5)(SR) 4 Points(CR)"	"Number left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) Number 6 Points(CR)"	"Unused(SR) Number Left Blank or Erased(CR)"	"Unused(SR) Number Off Topic or Illegible(CR)"	"Percent Answering A or F (1)(SR) 0 Points(CR)"	"Percent Answering B or G (2)(SR) 1 Point(CR)"	"Percent Answering C or H (3)(SR) 2 Points(CR)"	"Percent Answering D or J (4)(SR) 3 Points(CR)"	"Percent Answering E or K (5)(SR) 4 Points(CR)"	"Percent Left blank or multiple marks(SR) 5 Points(CR)"	"Unused(SR) PCNT 6 Points(CR)"	"Unused(SR) PCNT Left Blank or Erased(CR)"	"Unused(SR) PCNT Off Topic or Illegible(CR)"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Reading"		204	98	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.8"	" 0.8"	"+0.2"		" 0.0"	"   92"	"   55"	"   47"	"    7"	"    0"	"    0"	"    0"	"    3"	"    0"	" 45"	" 27"	" 23"	"  3"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Reading"		204	98	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.8"	" 0.8"	"+0.2"		" 0.0"																		
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"   58"	"  144"	"    2"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 28"	" 71"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.6"	" 1.6"	"+0.3"		" 0.0"	"   24"	"   27"	"  152"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 12"	" 13"	" 75"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"   37"	"   32"	"  133"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 18"	" 16"	" 65"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.8"	" 3.8"	"+0.5"		" 0.0"																		
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.6"	" 0.6"	"+0.1"		" 0.0"	"   79"	"  125"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 39"	" 61"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.5"	" 0.5"	" 0.0"		" 0.0"	"  112"	"   92"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 55"	" 45"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.1"	" 1.1"	"+0.1"		" 0.0"																		
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"	"   59"	"   81"	"   64"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 29"	" 40"	" 31"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 1.0"	" 1.0"	"+0.2"		" 0.0"																		
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"	"   34"	"  170"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 17"	" 83"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CEDARBURG"	"1015"	"WEBSTER MID"	"0100"	"04"	"00930"	"01"	208	"CR"	"Mathematics"		204	98	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.8"	" 0.8"	"+0.1"		" 0.0"																		
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Reading"		46	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 0.7"	" 0.7"	"-0.8"		" 0.0"	"   27"	"    8"	"   11"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 59"	" 17"	" 24"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Reading"		46	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 0.7"	" 0.7"	"-0.8"		" 0.0"																		
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Reading"		46	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   31"	"   13"	"    1"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 67"	" 28"	"  2"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Reading"		46	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"																		
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   28"	"   15"	"    0"	"    0"	"    0"	"    0"	"    0"	"    3"	"    0"	" 61"	" 33"	"  0"	"  0"	"  0"	"  0"	"  0"	"  7"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.2"	" 1.2"	"-0.1"		" 0.0"	"   11"	"   11"	"   22"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 24"	" 24"	" 48"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 0.9"	" 0.9"	"-0.4"		" 0.0"	"   19"	"   10"	"   16"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 41"	" 22"	" 35"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 2.4"	" 2.4"	"-0.9"		" 0.0"																		
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.3"	" 0.3"	"-0.2"		" 0.0"	"   33"	"   12"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 72"	" 26"	"  0"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.7"	" 0.7"	"+0.2"		" 0.0"	"   12"	"   32"	"    0"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 26"	" 70"	"  0"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 1.0"	" 1.0"	" 0.0"		" 0.0"																		
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.7"	" 0.7"	"-0.1"		" 0.0"	"   23"	"   14"	"    8"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 50"	" 30"	" 17"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.7"	" 0.7"	"-0.1"		" 0.0"																		
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"	"   12"	"   32"	"    0"	"    0"	"    0"	"    0"	"    0"	"    2"	"    0"	" 26"	" 70"	"  0"	"  0"	"  0"	"  0"	"  0"	"  4"	"  0"
2014	3	"07"	"CENTRAL CITY"	"8105"	"CENTRAL CITY CY"	"1211"	"49"	"70099"	"01"	46	"CR"	"Mathematics"		46	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.7"	" 0.7"	" 0.0"		" 0.0"																		
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Reading"		184	98	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.2"	" 1.2"	"-0.3"		" 0.0"	"   53"	"   41"	"   80"	"    8"	"    0"	"    0"	"    0"	"    2"	"    0"	" 29"	" 22"	" 43"	"  4"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Reading"		184	98	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.2"	" 1.2"	"-0.3"		" 0.0"																		
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Reading"		184	98	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"  128"	"   47"	"    8"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 70"	" 26"	"  4"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Reading"		184	98	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"																		
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.4"	" 0.4"	"-0.2"		" 0.0"	"  115"	"   66"	"    0"	"    0"	"    0"	"    0"	"    0"	"    4"	"    0"	" 62"	" 36"	"  0"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.2"	" 1.2"	"-0.1"		" 0.0"	"   64"	"   27"	"   93"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 35"	" 15"	" 50"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 0.7"	" 0.7"	"-0.6"		" 0.0"	"  101"	"   22"	"   57"	"    0"	"    0"	"    0"	"    0"	"    5"	"    0"	" 55"	" 12"	" 31"	"  0"	"  0"	"  0"	"  0"	"  3"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 2.2"	" 2.2"	"-1.1"		" 0.0"																		
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.2"	" 0.2"	"-0.3"		" 0.0"	"  139"	"   45"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 75"	" 24"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.2"	" 0.2"	"-0.3"		" 0.0"	"  138"	"   44"	"    0"	"    0"	"    0"	"    0"	"    0"	"    3"	"    0"	" 75"	" 24"	"  0"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.5"	" 0.5"	"-0.5"		" 0.0"																		
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.4"	" 0.4"	"-0.4"		" 0.0"	"  113"	"   60"	"    8"	"    0"	"    0"	"    0"	"    0"	"    4"	"    0"	" 61"	" 32"	"  4"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.4"	" 0.4"	"-0.4"		" 0.0"																		
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.6"	" 0.6"	"-0.1"		" 0.0"	"   65"	"  120"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 35"	" 65"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"CUDAHY"	"1253"	"CUDAHY MID"	"0022"	"04"	"02673"	"01"	187	"CR"	"Mathematics"		185	99	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.6"	" 0.6"	"-0.1"		" 0.0"																		
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Reading"		41	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 0.9"	" 0.9"	"-0.6"		" 0.0"	"   19"	"    9"	"   10"	"    2"	"    0"	"    0"	"    0"	"    1"	"    0"	" 46"	" 22"	" 24"	"  5"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Reading"		41	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 0.9"	" 0.9"	"-0.6"		" 0.0"																		
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Reading"		41	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"	"   30"	"   10"	"    1"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 73"	" 24"	"  2"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Reading"		41	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.3"	" 0.3"	"-0.3"		" 0.0"																		
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.4"	" 0.4"	"-0.2"		" 0.0"	"   24"	"   16"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 59"	" 39"	"  0"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 0.8"	" 0.8"	"-0.5"		" 0.0"	"   19"	"   11"	"   11"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 46"	" 27"	" 27"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 0.7"	" 0.7"	"-0.6"		" 0.0"	"   20"	"    8"	"   10"	"    0"	"    0"	"    0"	"    0"	"    3"	"    0"	" 49"	" 20"	" 24"	"  0"	"  0"	"  0"	"  0"	"  7"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 1.9"	" 1.9"	"-1.4"		" 0.0"																		
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.1"	" 0.1"	"-0.4"		" 0.0"	"   34"	"    6"	"    0"	"    0"	"    0"	"    0"	"    0"	"    1"	"    0"	" 83"	" 15"	"  0"	"  0"	"  0"	"  0"	"  0"	"  2"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Geometry"	"C.c"		"29A"	"1"		" 1"		" 0.5"		" 0.4"	" 0.4"	"-0.1"		" 0.0"	"   26"	"   15"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 63"	" 37"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Geometry"	"C.0"		"000"		"Total"	" 2"		" 1.0"		" 0.5"	" 0.5"	"-0.5"		" 0.0"																		
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Statistics/Probability"	"E.b"		"51"	"3"		" 2"		" 0.8"		" 0.5"	" 0.5"	"-0.3"		" 0.0"	"   25"	"   13"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 61"	" 32"	"  7"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Statistics/Probability"	"E.0"		"000"		"Total"	" 2"		" 0.8"		" 0.5"	" 0.5"	"-0.3"		" 0.0"																		
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Algebraic Relationships"	"F.a"		" 4A"	"2"		" 1"		" 0.7"		" 0.4"	" 0.4"	"-0.3"		" 0.0"	"   23"	"   18"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 56"	" 44"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DLH AC"	"8109"	"DLH ACADEMY"	"0100"	"49"	"71847"	"01"	41	"CR"	"Mathematics"		41	100	"Algebraic Relationships"	"F.0"		"000"		"Total"	" 1"		" 0.7"		" 0.4"	" 0.4"	"-0.3"		" 0.0"																		
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Reading"		13	100	"Analyzes Text"	"3.2"		"36"	"3"		" 3"		" 1.5"		" 1.8"	" 1.8"	"+0.3"		" 0.0"	"    1"	"    3"	"    6"	"    3"	"    0"	"    0"	"    0"	"    0"	"    0"	"  8"	" 23"	" 46"	" 23"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Reading"		13	100	"Analyzes Text"	"3.0"		"000"		"Total"	" 3"		" 1.5"		" 1.8"	" 1.8"	"+0.3"		" 0.0"																		
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Reading"		13	100	"Evaluates/Extends Text"	"4.3"		"56"	"3"		" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"	"    5"	"    7"	"    1"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 38"	" 54"	"  8"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Reading"		13	100	"Evaluates/Extends Text"	"4.0"		"000"		"Total"	" 3"		" 0.6"		" 0.7"	" 0.7"	"+0.1"		" 0.0"																		
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Mathematics"		13	100	"Mathematical Processes"			"32B"	"3"		" 2"		" 0.6"		" 0.5"	" 0.5"	"-0.1"		" 0.0"	"    7"	"    6"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 54"	" 46"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Mathematics"		13	100	"Mathematical Processes"	"A.b"		" 4B"	"3"		" 2"		" 1.3"		" 1.5"	" 1.5"	"+0.2"		" 0.0"	"    3"	"    1"	"    9"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 23"	"  8"	" 69"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Mathematics"		13	100	"Mathematical Processes"	"A.c"		"29B"	"3"		" 2"		" 1.3"		" 1.8"	" 1.8"	"+0.5"		" 0.0"	"    1"	"    1"	"   11"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"  8"	"  8"	" 85"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Mathematics"		13	100	"Mathematical Processes"	"A.0"		"000"		"Total"	" 6"		" 3.3"		" 3.7"	" 3.7"	"+0.4"		" 0.0"																		
2014	3	"07"	"DOWNTOWN MO"	"8101"	"DOWNTOWN MONTES"	"1056"	"49"	"30909"	"01"	13	"CR"	"Mathematics"		13	100	"Geometry"	"C.a"		"32A"	"1"		" 1"		" 0.5"		" 0.3"	" 0.3"	"-0.2"		" 0.0"	"    9"	"    4"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	"    0"	" 69"	" 31"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"
